	KS01	KS02	KS03	KS04	KS05	KS06	KS07	KS08	KS09	KS10	KS11	KS12	KS13	KS14	KS15	KS16	KS17	KS18	KS19	KS20	KS21	KS22	KS23	KS24	KS25	KS26	KS27	KS29	KS30	KSD	KSE	KSF	KSN	KSP	KW01	KW02	KW03	KW04	KW05	KW06	KW07	KW08	KW09	KW10	KW11	KW12	KW13	KW14	KW15	KW16	KW17	KW18	KW19	KW20	KW21	KW22	KW23	KW24	KW25	KW26	KW27	KW28	KW29	KW30	KWD	KWE	KWF	KWN	KWP	RS01	RS02	RS03	RS04	RS05	RS06	RS07	RS08	RS09	RS10	RS11	RS12	RS13	RS14	RS15	RS16	RS17	RS18	RS19	RS20	RS21	RS22	RS23	RS24	RS25	RS26	RS27	RS28	RS29	RS30	RS31	RS32	RS33	RS34	RS35	RS36	RS37	RS38	RSD	RSE	RSF	RSN	RSP	RW01	RW02	RW03	RW04	RW05	RW06	RW07	RW08	RW09	RW10	RW11	RW12	RW13	RW14	RW15	RW16	RW17	RW18	RW19	RW20	RW21	RW22	RW23	RW24	RW25	RW26	RW27	RW28	RW29	RW33	RW34	RW35	RW36	RW37	RW38	RWD	RWE	RWF	RWN	RWP	ZS01	ZS02	ZS03	ZS04	ZS05	ZS06	ZS07	ZS08	ZS09	ZS10	ZS11	ZS12	ZS13	ZS14	ZS15	ZS16	ZS17	ZS18	ZS19	ZS20	ZS21	ZS22	ZS23	ZS24	ZS25	ZS26	ZS28	ZS29	ZSD	ZSE	ZSF	ZSN	ZSP	ZW01	ZW02	ZW03	ZW04	ZW05	ZW06	ZW07	ZW08	ZW09	ZW10	ZW11	ZW12	ZW13	ZW14	ZW15	ZW16	ZW17	ZW18	ZW19	ZW20	ZW21	ZW22	ZW23	ZW24	ZW25	ZW26	ZW27	ZW28	ZW29	ZWD	ZWE	ZWF	ZWN	ZWP	Zwde
Barbatula barbatula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	512	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	514	87	0	0	0	0	0	1177	0	0	0	0	0	0	0
Esox lucius	0	0	0	0	0	0	15700	4450	0	0	0	0	1100	1423	0	0	0	0	0	0	3500	16704	0	0	0	0	4102	999	827	0	0	0	0	0	0	0	0	0	1711	0	455	3105	0	354	0	0	0	90	0	0	0	1180	0	0	0	449	1107	0	0	0	0	0	120	0	0	0	0	0	0	3808	4760	0	0	0	0	0	0	0	0	6330	0	0	0	0	0	0	0	0	0	0	786	0	0	259	748	0	0	418	1839	92	0	181	2900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10917	0	0	0	0	0	0	0	1541	1302	1674	312	0	0	0	0	0	0	0	0	0	0	269	8629	0	0	0	0	304	117038	0	0	0	4226	6173	0	0	0	0	4618	101	0	1882	1396	438	0	193	435	10006	0	0	0	0	0	0	0	0	0	0	0	0	4048	0	0	0	433	0	0	0	0	870	0	0	3318	0	497	0	1049	0	0	0	0	0	0	0	0	0	0	0	0
Cottus gobio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2903	10086	0	0	0	0	0	2505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	501	0	0	0	0	0	0	1788	0	0	0	0	0	0	0
Gymnocephalus cernua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sander+Perca	9554	4171	0	0	7774	0	26857	6468	0	0	0	2744	11986	12938	0	0	0	5837	28190	3724	2407	44408	46272	10331	36715	4204	21995	2796	36534	0	0	0	0	3	0	4430	0	0	0	0	1348	3117	882	0	0	346	412	1746	1017	0	297	0	6272	505	0	4290	8254	1144	0	608	0	2132	9750	11207	0	0	0	0	0	138433	34418	4	5974	0	4	74433	13976	0	107325	104563	0	60425	10945	8590	0	2772	0	44354	21564	0	7091	26526	4708	2787	41616	85779	16909	9221	46508	11059	2218	4816	26884	2198	0	31235	12495	0	0	0	0	0	15179	42507	0	15585	3026	0	2412	30254	0	5579	2217	0	3440	4848	0	0	0	8616	21673	18432	3253	4646	22546	3143	26378	1751	9991	9087	4148	8652	3878	3	0	4340	1941	0	0	0	0	0	0	36005	0	0	0	0	17580	1659	1121	0	0	31603	8423	0	0	0	7793	18729	814	3934	15224	20737	10694	4352	22251	585	44807	85102	0	0	0	0	0	3570	2442	0	1515	9072	10740	8495	4871	1485	3715	381	1099	0	0	0	4260	7466	10112	8440	5367	1976	9087	1261	2258	1600	427	2141	3352	3113	0	0	0	0	0	0
Coregonus-sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3595	8280	1511	0	0	0	0	2116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oncorhynchus mykiss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1060	0	0	0	0	5254	4487	0	0	4414	0	0	608	0	19362	15184	10829	0	0	0	0	12301	16626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salmo trutta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6108	0	0	0	0	0	0	0	0	4474	6118	1962	0	0	0	0	11749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	1940	1355	0	0	0	2200	0	0	0	0	0	5927	0	0	0	0	0	0	0
Salvelinus fontinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2387	0	0	0	0	0	0	0	0	0	0	1466	0	0	0	0	0	0	0	0	17085	3883	3593	0	0	0	0	19309	2127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thymallus thymallus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9301	9304	2175	0	0	0	0	5214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Silurus glanis	0	3889	0	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	1200	2897	0	0	0	0	7233	7785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27293	7903	0	1058	1107	0	2869	0	0	0	0	0	4090	0	0	0	0	0	0	881	14233	2415	1679	514	1169	5	0	1406	2176	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	1504	0	2064	0	0	0	1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lampetra planeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	222	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0
Total	162928	73866	25255	85324	52051	52577	320318	87255	22910	20962	42393	59526	71235	118679	50849	42941	16169	72117	35861	55854	59293	231973	142687	108045	133903	47139	131870	140983	156295	27454	14408	8498	12166	529822	108988	28660	42835	43622	18182	23135	53142	97698	21400	30166	36905	37251	60285	60411	51493	23905	15953	65832	72690	23586	8411	58115	67019	19258	41254	56044	22256	15997	59367	67950	25261	18715	10353	8279	298412	725967	98744	47857	60873	19419	13833	341867	75175	45920	823771	457388	74795	298290	112149	64285	88468	24909	32996	129537	87720	37439	78354	123272	61656	82901	182252	317704	66530	70146	127880	64494	57892	49078	127681	61771	26210	161710	49602	30654	10467	19705	5269	716293	446050	196531	86243	50714	68831	55880	63014	77507	24452	216904	32557	47132	76533	44944	55133	60873	49479	205244	106436	111186	53910	43930	76712	50625	125965	61056	217344	227395	126436	75777	48026	41238	100568	185655	264066	10154	17226	6314	3638	558883	31866	145944	15030	17420	45551	24054	88246	146955	14980	22284	24708	114102	101385	48524	13186	26153	49825	103547	34400	27885	98252	87609	47425	23941	115867	22544	199818	273788	25357	6406	22760	6326	326122	78895	50875	161288	84850	62300	148817	100951	46627	35562	64614	42313	37200	61415	38446	34256	44097	63172	187024	159672	223743	122647	156445	27362	111839	63555	39648	85499	118574	66268	11671	14561	31309	8872	534531	9439
Assigned	16955	8060	0	18051	10091	0	134555	24063	1938	0	2021	2744	17565	41021	8195	22217	1968	18970	28190	14944	24409	130772	88835	75653	89428	15903	86512	87229	90437	0	0	0	0	448543	2716	5304	7005	0	1983	0	15544	6975	1687	1245	101	2402	1915	2634	1017	1770	807	2518	13424	2742	0	4739	12301	1144	3	1810	706	5299	10496	20902	0	0	0	0	247174	590935	55777	3498	5974	5	11	168263	43369	3186	703637	375450	22735	176520	49433	31001	31365	2772	6036	69491	38584	4555	25919	86804	30515	54974	138588	235320	48659	53858	85260	29790	10039	10815	86982	13521	8160	100271	16833	0	0	0	0	604376	295420	48369	2212	25814	17993	0	19253	38926	8768	151307	3419	2933	30727	10745	13589	24468	13199	95995	66118	72730	27940	17298	40600	16606	82763	19049	123657	102337	84566	31689	6015	11921	8391	99678	83368	0	0	0	0	467582	507	112732	5563	572	0	5177	71734	120450	3610	3384	1202	68064	79214	11137	3622	1028	32499	52907	4957	9498	49210	67971	33739	5218	74431	3515	140677	140692	0	0	0	0	275752	11573	13030	0	20675	17183	23242	42115	9216	8002	18120	6173	1556	5165	1387	7218	11643	11876	29286	17759	35513	23712	29543	5605	26281	24828	3213	8482	31293	9879	0	0	0	0	444059	0
Unassigned	145973	65806	25255	67273	41960	52577	185763	63192	20972	20962	40372	56782	53670	77658	42654	20724	14201	53147	7671	40910	34884	101201	53852	32392	44475	31236	45358	53754	65858	27454	14408	8498	12166	81279	106272	23356	35830	43622	16199	23135	37598	90723	19713	28921	36804	34849	58370	57777	50476	22135	15146	63314	59266	20844	8411	53376	54718	18114	41251	54234	21550	10698	48871	47048	25261	18715	10353	8279	51238	135032	42967	44359	54899	19414	13822	173604	31806	42734	120134	81938	52060	121770	62716	33284	57103	22137	26960	60046	49136	32884	52435	36468	31141	27927	43664	82384	17871	16288	42620	34704	47853	38263	40699	48250	18050	61439	32769	30654	10467	19705	5269	111917	150630	148162	84031	24900	50838	55880	43761	38581	15684	65597	29138	44199	45806	34199	41544	36405	36280	109249	40318	38456	25970	26632	36112	34019	43202	42007	93687	125058	41870	44088	42011	29317	92177	85977	180698	10154	17226	6314	3638	91301	31359	33212	9467	16848	45551	18877	16512	26505	11370	18900	23506	46038	22171	37387	9564	25125	17326	50640	29443	18387	49042	19638	13686	18723	41436	19029	59141	133096	25357	6406	22760	6326	50370	67322	37845	161288	64175	45117	125575	58836	37411	27560	46494	36140	35644	56250	37059	27038	32454	51296	157738	141913	188230	98935	126902	21757	85558	38727	36435	77017	87281	56389	11671	14561	31309	8872	90472	9439
